This file format is designed for importing mesh result into sbfem3d project. It is created by Yan LIU (liuyan0411@gmail.com)
831 457
130	100	100
130	110	100
120	110	100
120	100	100
130	100	110
130	110	110
120	110	110
120	100	110
140	100	100
140	110	100
140	100	110
140	110	110
149.991	100	100
149.014	109.809	99.9966
149.022	100	109.817
130	120	100
120	120	100
130	120	110
120	120	110
140	120	100
140	120	110
110	120	100
110	130	100
100	130	100
100	120	100
110	120	110
110	130	110
100	130	110
100	120	110
120	130	100
120	130	110
130	130	100
130	130	110
139.989	129.992	100
139.207	129.419	109.816
110	140	100
100	140	100
110	140	110
100	140	110
120	140	100
120	140	110
129.993	139.991	100
129.414	139.212	109.799
109.799	149.018	100.002
99.9998	149.986	100
99.9896	149.019	109.799
130	100	120
130	110	120
120	110	120
120	100	120
140	100	120
140	110	120
130	120	120
120	120	120
140.833	120.399	120.398
110	120	120
110	130	120
100	130	120
100	120	120
120	130	120
130	130	120
110	140	120
100	140	120
120.404	140.819	120.406
110	100	120
110	110	120
100	110	120
100	100	120
110	100	130
110	110	130
100	110	130
100	100	130
120	100	130
120	110	130
130	100	130
130	110	130
139.998	100	129.998
139.221	109.791	129.411
110	120	130
100	120	130
120	120	130
130	120	130
110	130	130
100	130	130
120	130	130
109.811	139.212	129.409
100	139.99	129.992
110	100	140
110	110	140
100	110	140
100	100	140
120	100	140
120	110	140
129.995	100	139.993
129.407	109.793	139.228
110	120	140
100	120	140
120.407	120.403	140.82
109.811	129.41	139.218
99.9999	129.995	139.993
109.8	100.02	149.022
100.015	109.803	149.021
100	100	150
120	105	100
115	105	100
115	100	100
120	100	105
120	105	105
115	105	105
115	100	105
115	110	100
120	110	105
115	110	105
120	105	110
115	105	110
115	100	110
115	110	110
110	115	100
105	120	100
105	115	100
110	115	105
110	120	105
105	120	105
105	115	105
100	115	100
100	120	105
100	115	105
110	115	110
105	120	110
105	115	110
100	115	110
110	100	115
110	105	115
105	105	115
105	100	115
110	105	120
105	105	120
105	100	120
110	110	115
105	110	115
105	110	120
100	110	115
100	105	115
100	105	120
100	100	115
110	107.5	100
110	110	100
107.5	110	100
107.5	107.5	100
110	107.5	102.5
110	110	102.5
107.5	110	102.5
107.5	107.5	102.5
110	107.5	105
110	110	105
107.5	110	105
107.5	107.5	105
110	100	107.5
110	102.5	107.5
107.5	102.5	107.5
107.5	100	107.5
110	100	110
110	102.5	110
107.5	102.5	110
107.5	100	110
110	105	107.5
107.5	105	107.5
110	105	110
107.5	105	110
110	107.5	107.5
110	110	107.5
107.5	110	107.5
107.5	107.5	107.5
105	110	105
105	107.5	105
105	110	107.5
105	107.5	107.5
110	107.5	110
107.5	107.5	110
110	110	110
107.5	110	110
105	110	110
105	107.5	110
105	105	107.5
105	105	110
102.5	110	107.5
102.5	107.5	107.5
102.5	110	110
102.5	107.5	110
100	110	107.5
100	107.5	107.5
100	110	110
100	107.5	110
115	102.5	100
112.5	102.5	100
112.5	100	100
115	100	102.5
115	102.5	102.5
112.5	102.5	102.5
112.5	100	102.5
112.5	105	100
115	105	102.5
112.5	105	102.5
110	105	100
110	102.5	100
110	105	102.5
110	102.5	102.5
115	102.5	105
112.5	102.5	105
112.5	100	105
112.5	105	105
110	105	105
110	102.5	105
110	100	102.5
110	100	105
105	110	100
105	112.5	100
102.5	112.5	100
102.5	110	100
105	110	102.5
105	112.5	102.5
102.5	112.5	102.5
102.5	110	102.5
102.5	115	100
105	115	102.5
102.5	115	102.5
100	112.5	100
100	115	102.5
100	112.5	102.5
105	112.5	105
102.5	112.5	105
102.5	110	105
